File,Level,Order in file,Clean Question,Tagged Elements,Full Question,Answer
"/level4/org/rm4-18.txt","4","1","Who started the Pigeon Express?","[]","1. Who started the Pigeon Express?",""
"/level4/org/rm4-18.txt","4","2","What is the Pigeon Express?","[]","2. What is the Pigeon Express?",""
"/level4/org/rm4-18.txt","4","3","When did he start the Pigeon Express?","[]","3.  When did he start the Pigeon Express?",""
"/level4/org/rm4-18.txt","4","4","Where does Craig get his news?","[]","4.  Where does Craig get his news?",""
"/level4/org/rm4-18.txt","4","5","Why is this a fast way to get the news?","[]","5. Why is this a fast way to get the news?",""
"/level4/org/rm4-19.txt","4","1","Who almost died building the bridge?","[]","1. Who almost died building the bridge?",""
"/level4/org/rm4-19.txt","4","2","What is the name of the bridge?","[]","2. What is the name of the bridge?",""
"/level4/org/rm4-19.txt","4","3","When did the bridge open?","[]","3. When did the bridge open?",""
"/level4/org/rm4-19.txt","4","4","Where will President Arthur go after the bridge opens?","[]","4. Where will President Arthur go after the bridge opens?",""
"/level4/org/rm4-19.txt","4","5","Why did Roebling almost die?","[]","5. Why did Roebling almost die?",""
"/level4/org/rm4-2.txt","4","1","Who died in July of 1865?","[]","1. Who died in July of 1865?",""
"/level4/org/rm4-2.txt","4","2","What was Dr. Barry's secret?","[]","2. What was Dr. Barry's secret?",""
"/level4/org/rm4-2.txt","4","3","When did James Barry become a doctor?","[]","3. When did James Barry become a doctor?",""
"/level4/org/rm4-2.txt","4","4","Where did Dr. Barry treat wounded soldiers?","[]","4. Where did Dr. Barry treat wounded soldiers?",""
"/level4/org/rm4-2.txt","4","5","Why did Dr. Barry keep the secret?","[]","5. Why did Dr. Barry keep the secret?",""
"/level4/org/rm4-20.txt","4","1","Who had the idea for ""railroad time""?","[]","1. Who had the idea for ""railroad time""?",""
"/level4/org/rm4-20.txt","4","2","What will the railroads do to their clocks?","[]","2. What will the railroads do to their clocks?",""
"/level4/org/rm4-20.txt","4","3","When will they do this?","[]","3. When will they do this?",""
"/level4/org/rm4-20.txt","4","4","Where is the time four minutes earlier than in Chicago?","[]","4. Where is the time four minutes earlier than in Chicago?",""
"/level4/org/rm4-20.txt","4","5","Why does Allen want to have fixed times?","[]","5. Why does Allen want to have fixed times?",""
"/level4/org/rm4-21.txt","4","1","What is causing automatic garage doors to open and close on their own?","[]","1. What is causing automatic garage doors to open and close on their own?",""
"/level4/org/rm4-21.txt","4","2","What are these storms called?","[]","2.  What are these storms called?",""
"/level4/org/rm4-21.txt","4","3","When was the last time these storms happened?","[]","3.  When was the last time these storms happened?",""
"/level4/org/rm4-21.txt","4","4","Where is the sun (how far from Earth)?","[]","4.  Where is the sun (how far from Earth)?",""
"/level4/org/rm4-21.txt","4","5","Why are these storms not all bad?","[]","5.  Why are these storms not all bad?",""
"/level4/org/rm4-22.txt","4","1","Who is having a problem with pests?","[]","1. Who is having a problem with pests?",""
"/level4/org/rm4-22.txt","4","2","What are these mosquitoes doing?","[]","2.  What are these mosquitoes doing?",""
"/level4/org/rm4-22.txt","4","3","When will they die?","[]","3.  When will they die?",""
"/level4/org/rm4-22.txt","4","4","Where must the people stay to avoid the mosquitoes?","[]","4.  Where must the people stay to avoid the mosquitoes?",""
"/level4/org/rm4-22.txt","4","5","Why did this problem happen?","[]","5.  Why did this problem happen?",""
"/level4/org/rm4-23.txt","4","1","Who had a town named for him?","[]","1.  Who had a town named for him?",""
"/level4/org/rm4-23.txt","4","2","What is a company town?","[]","2.  What is a company town?",""
"/level4/org/rm4-23.txt","4","3","When was the first company town built?","[]","3. When was the first company town built?",""
"/level4/org/rm4-23.txt","4","4","Where is the newest company town?","[]","4.  Where is the newest company town?",""
"/level4/org/rm4-23.txt","4","5","Why can company towns be bad?","[]","5.  Why can company towns be bad?",""
"/level4/org/rm4-24.txt","4","1","Who is giving away free land?","[]","1. Who is giving away free land?",""
"/level4/org/rm4-24.txt","4","2","What is the name of the new law?","[]","2.  What is the name of the new law?",""
"/level4/org/rm4-24.txt","4","3","When will the land be totally yours?","[]","3.  When will the land be totally yours?",""
"/level4/org/rm4-24.txt","4","4","Where will many people live until they can afford lumber?","[]","4.  Where will many people live until they can afford lumber?",""
"/level4/org/rm4-24.txt","4","5","Why will you probably need to build a windmill?","[]","5.  Why will you probably need to build a windmill?",""
"/level4/org/rm4-25.txt","4","1","Who has made a safety brake?","[]","1. Who has made a safety brake?",""
"/level4/org/rm4-25.txt","4","2","What is the name of the invention that takes the place of stairs?","[]","2. What is the name of the invention that takes the place of stairs?",""
"/level4/org/rm4-25.txt","4","3","When did this story take place?","[]","3. When did this story take place?",""
"/level4/org/rm4-25.txt","4","4","Where do people stand in an elevator?","[]","4. Where do people stand in an elevator?",""
"/level4/org/rm4-25.txt","4","5","Why were some people afraid to ride the elevator?","[]","5. Why were some people afraid to ride the elevator?",""
"/level4/org/rm4-26.txt","4","1","Who has the world's tallest building named after him?","[]","1. Who has the world's tallest building named after him?",""
"/level4/org/rm4-26.txt","4","2","What is Woolworth's?","[]","2.  What is Woolworth's?",""
"/level4/org/rm4-26.txt","4","3","When did the Woolworth Building open?","[]","3.  When did the Woolworth Building open?",""
"/level4/org/rm4-26.txt","4","4","Where is the building located?","[]","4.  Where is the building located?",""
"/level4/org/rm4-26.txt","4","5","Why is the store also called the 5 and 10 cent store?","[]","5.  Why is the store also called the 5 and 10 cent store?",""
"/level4/org/rm4-27.txt","4","1","Who is the leader of the blacks who won't ride buses?","[]","1. Who is the leader of the blacks who won't ride buses?",""
"/level4/org/rm4-27.txt","4","2","What did the tired black woman do?","[]","2. What did the tired black woman do?",""
"/level4/org/rm4-27.txt","4","3","When did the woman refuse to move?","[]","3.  When did the woman refuse to move?",""
"/level4/org/rm4-27.txt","4","4","Where did black people have to sit on buses in the past?","[]","4.  Where did black people have to sit on buses in the past?",""
"/level4/org/rm4-27.txt","4","5","Why did the city change its mind?","[]","5.  Why did the city change its mind?",""
"/level4/org/rm4-28.txt","4","1","Who attacked U.S. ships?","[]","1.  Who attacked U.S. ships?",""
"/level4/org/rm4-28.txt","4","2","What damage was done?","[]","2.  What damage was done?",""
"/level4/org/rm4-28.txt","4","3","When were the bombs dropped?","[]","3.  When were the bombs dropped?",""
"/level4/org/rm4-28.txt","4","4","Where did this attack take place?","[]","4.  Where did this attack take place?",""
"/level4/org/rm4-28.txt","4","5","Why were the Japanese visiting with President Roosevelt?","[]","5.  Why were the Japanese visiting with President Roosevelt?",""
"/level4/org/rm4-29.txt","4","1","Who is Millie?","[]","1. Who is Millie?",""
"/level4/org/rm4-29.txt","4","2","What is she going to do?","[]","2.  What is she going to do?",""
"/level4/org/rm4-29.txt","4","3","When was Millie born?","[]","3.  When was Millie born?",""
"/level4/org/rm4-29.txt","4","4","Where does Millie live?","[]","4.  Where does Millie live?",""
"/level4/org/rm4-29.txt","4","5","Why will Mrs. Bush help?","[]","5.  Why will Mrs. Bush help?",""
"/level4/org/rm4-3.txt","4","1","Who is Dr. Florence Sabin?","[]","1.  Who is Dr. Florence Sabin?",""
"/level4/org/rm4-3.txt","4","2","What disease was cut in half because of her work?","[]","2.  What disease was cut in half because of her work?",""
"/level4/org/rm4-3.txt","4","3","When will Dr. Sabin stop working?","[]","3.  When will Dr. Sabin stop working?",""
"/level4/org/rm4-3.txt","4","4","Where did she go in 1929?","[]","4.  Where did she go in 1929?",""
"/level4/org/rm4-3.txt","4","5","Why does Dr. Sabin get angry when she sees garbage lying around?","[]","5.  Why does Dr. Sabin get angry when she sees garbage lying around?",""
"/level4/org/rm4-30.txt","4","1","Who were the characters in Pac Man?","[]","1.  Who were the characters in Pac Man?",""
"/level4/org/rm4-30.txt","4","2","What video game could be played on TV screens at home?","[]","2.  What video game could be played on TV screens at home?",""
"/level4/org/rm4-30.txt","4","3","When was the first video game sold?","[]","3. When was the first video game sold?",""
"/level4/org/rm4-30.txt","4","4","Where are the video games being displayed?","[]","4.  Where are the video games being displayed?",""
"/level4/org/rm4-30.txt","4","5","Why did some video game players have to see a doctor?","[]","5.  Why did some video game players have to see a doctor?",""
"/level4/org/rm4-4.txt","4","1","Who uses the moon to mark the time?","[]","1. Who uses the moon to mark the time?",""
"/level4/org/rm4-4.txt","4","2","What animal stands for the year 4,687?","[]","2.  What animal stands for the year 4,687?",""
"/level4/org/rm4-4.txt","4","3","When is the Chinese New Year?","[]","3.  When is the Chinese New Year?",""
"/level4/org/rm4-4.txt","4","4","Where do they name years after animals?","[]","4. Where do they name years after animals?",""
"/level4/org/rm4-4.txt","4","5","Why does the Chinese New Year date change?","[]","5. Why does the Chinese New Year date change?",""
"/level4/org/rm4-5.txt","4","1","Who had a dream to build a family park?","[]","1. Who had a dream to build a family park?",""
"/level4/org/rm4-5.txt","4","2","What are the names of the boats in Adventure Land?","[]","2.  What are the names of the boats in Adventure Land?",""
"/level4/org/rm4-5.txt","4","3","When did Disneyland open?","[]","3.  When did Disneyland open?",""
"/level4/org/rm4-5.txt","4","4","Where would you see ghosts at Disneyland?","[]","4.  Where would you see ghosts at Disneyland?",""
"/level4/org/rm4-5.txt","4","5","Why is the Matterhorn one of the best rides?","[]","5.  Why is the Matterhorn one of the best rides?",""
"/level4/org/rm4-6.txt","4","1","Who went to bed on October 5, 1582, and woke up on October 15, 1582?","[]","1. Who went to bed on October 5, 1582, and woke up on October 15, 1582?",""
"/level4/org/rm4-6.txt","4","2","What is a leap year?","[]","2. What is a leap year?",""
"/level4/org/rm4-6.txt","4","3","Where does this happen?","[]","3. Where does this happen?",""
"/level4/org/rm4-6.txt","4","4","When was the first leap year?","[]","4.  When was the first leap year?",""
"/level4/org/rm4-6.txt","4","5","Why did 10 days have to be added to the calendar?","[]","5.  Why did 10 days have to be added to the calendar?",""
"/level4/org/rm4-7.txt","4","1","Who traveled 4,000 miles to share an idea?","[]","1. Who traveled 4,000 miles to share an idea?",""
"/level4/org/rm4-7.txt","4","2","What is another name for Native Americans?","[]","2.  What is another name for Native Americans?",""
"/level4/org/rm4-7.txt","4","3","When was the first Native American Day held?","[]","3.  When was the first Native American Day held?",""
"/level4/org/rm4-7.txt","4","4","Where did Redfox go with his idea?","[]","4.  Where did Redfox go with his idea?",""
"/level4/org/rm4-7.txt","4","5","Why is it a good idea to have Native American Day?","[]","5.  Why is it a good idea to have Native American Day?",""
"/level4/org/rm4-8.txt","4","1","Who has special days set aside for them in September and June?","[]","1. Who has special days set aside for them in September and June?",""
"/level4/org/rm4-8.txt","4","2","What happens in towns everywhere on National Kids Day?","[]","2.  What happens in towns everywhere on National Kids Day?",""
"/level4/org/rm4-8.txt","4","3","When are the two days for kids?","[]","3.  When are the two days for kids?",""
"/level4/org/rm4-8.txt","4","4","Where will you find many kids on the second Sunday in June?","[]","4.  Where will you find many kids on the second Sunday in June?",""
"/level4/org/rm4-8.txt","4","5","Why do adults honor kids with their own day?","[]","5.  Why do adults honor kids with their own day?",""
"/level4/org/rm4-9.txt","4","1","Who causes Snow White a lot of trouble?","[]","1. Who causes Snow White a lot of trouble?",""
"/level4/org/rm4-9.txt","4","2","What is a long cartoon movie called?","[]","2.  What is a long cartoon movie called?",""
"/level4/org/rm4-9.txt","4","3","When did this movie start playing?","[]","3.  When did this movie start playing?",""
"/level4/org/rm4-9.txt","4","4","Where would you go to see ""Snow White and the Seven, Dwarfs""?","[]","4.  Where would you go to see ""Snow White and the Seven, Dwarfs""?",""
"/level4/org/rm4-9.txt","4","5","Why is it so hard to make a cartoon?","[]","5.  Why is it so hard to make a cartoon?",""
"/level4/snra/rm4-1.txt.snra","4","1","Who was the leader of the under water team?","[]","1. Who was the leader of the under water team?","['Their team leader was Dr. Sylvia Earle Mead, age 35.']"
"/level4/snra/rm4-1.txt.snra","4","2","What did the team do that was different?","[]","2. What did the team do that was different?","['They studied 35 kinds of fish and found 150 types of plants.']"
"/level4/snra/rm4-1.txt.snra","4","3","When did they first go underwater?","[]","3.  When did they first go underwater?","['On July 6, they entered the water.']"
"/level4/snra/rm4-1.txt.snra","4","4","Where did they live underwater?","[]","4.  Where did they live underwater?","['They lived in two white tanks placed below the surface.']"
"/level4/snra/rm4-1.txt.snra","4","5","Why was their trip worth the work?","[]","5. Why was their trip worth the work?","['They studied 35 kinds of fish and found 150 types of plants.']"
"/level4/snra/rm4-10.txt.snra","4","1","Who was the first football player to be paid?","[]","1.  Who was the first football player to be paid?","[""The man's name is John Brallier, and he was paid $10 to take the place of someone who was hurt.""]"
"/level4/snra/rm4-10.txt.snra","4","2","What was the name of this player's team?","[]","2. What was the name of this player's team?","[""John's team is called the Jeannette Sports Club.""]"
"/level4/snra/rm4-10.txt.snra","4","3","When was the first football game between two schools?","[]","3.  When was the first football game between two schools?","['The first football game between two schools took place in 1869.']"
"/level4/snra/rm4-10.txt.snra","4","4","Where did this story take place?","[]","4.  Where did this story take place?","['(LATROBE, PA., September 4, 1895) -']"
"/level4/snra/rm4-10.txt.snra","4","5","Why was John Brallier paid $10?","[]","5. Why was John Brallier paid $10?","[""The man's name is John Brallier, and he was paid $10 to take the place of someone who was hurt.""]"
"/level4/snra/rm4-11.txt.snra","4","1","Who will be able to see a rare sight?","[]","1. Who will be able to see a rare sight?",""
"/level4/snra/rm4-11.txt.snra","4","2","What will they be seeing?","[]","2.  What will they be seeing?","['This event is called a total eclipse of the moon.']"
"/level4/snra/rm4-11.txt.snra","4","3","When will this event happen again after tonight?","[]","3.  When will this event happen again after tonight?","[""It won't hide the full moon again until 1992.""]"
"/level4/snra/rm4-11.txt.snra","4","4","Where is the earth in an eclipse of the moon?","[]","4.  Where is the earth in an eclipse of the moon?","['Tonight you will be able to see a rare sight in the skies when the earth moves between the sun and the Moon.']"
"/level4/snra/rm4-11.txt.snra","4","5","Why will the moon have a ring of color?","[]","5. Why will the moon have a ring of color?","[""This ring is the earth's atmosphere being cast on the moon.""]"
"/level4/snra/rm4-12.txt.snra","4","1","Who upset the French citizens?","[]","1. Who upset the French citizens?","['The people of France removed the king and queen from power.']"
"/level4/snra/rm4-12.txt.snra","4","2","What did the French people do in 1789?","[]","2. What did the French people do in 1789?","['So, one night, the people stormed the palace.', 'They took the king and queen to prison where they died.', 'In their place, the people chose new leaders.']"
"/level4/snra/rm4-12.txt.snra","4","3","When do the French celebrate their freedom?","[]","3. When do the French celebrate their freedom?","['To the French, July 14 has the same meaning as July 4th does to the United States.']"
"/level4/snra/rm4-12.txt.snra","4","4","Where did the people take the king and queen?","[]","4. Where did the people take the king and queen?","['They took the king and queen to prison where they died.']"
"/level4/snra/rm4-12.txt.snra","4","5","Why were the French people unhappy?","[]","5. Why were the French people unhappy?",""
"/level4/snra/rm4-13.txt.snra","4","1","Who heard the crew's cry for help?","[]","1. Who heard the crew's cry for help?","['It was heard in New York by a young radio operator.']"
"/level4/snra/rm4-13.txt.snra","4","2","What is the name of the ship?","[]","2. What is the name of the ship?","['The name of the ship is the Titanic.']"
"/level4/snra/rm4-13.txt.snra","4","3","When did the ship sink?","[]","3. When did the ship sink?","['(Mid-Atlantic Ocean, April 16,1912) -', 'A huge ship sank last night after hitting an iceberg.']"
"/level4/snra/rm4-13.txt.snra","4","4","Where did the ship sink?","[]","4. Where did the ship sink?","['(Mid-Atlantic Ocean, April 16,1912) -', 'A terrible tragedy has happened in the middle of the ocean.']"
"/level4/snra/rm4-13.txt.snra","4","5","Why did the ship sink?","[]","5. Why did the ship sink?","['It is said that most people did not even feel a bump as the ship hit the iceberg.']"
"/level4/snra/rm4-14.txt.snra","4","1","Who will take part in four talks on TV?","[]","1. Who will take part in four talks on TV?","['The men are John Kennedy and Richard Nixon.']"
"/level4/snra/rm4-14.txt.snra","4","2","What are these talks being called?","[]","2. What are these talks being called?","['The talks are being called the ""Great Debates.""']"
"/level4/snra/rm4-14.txt.snra","4","3","When will people vote?","[]","3. When will people vote?","['The voting will take place in early November.']"
"/level4/snra/rm4-14.txt.snra","4","4","Where will the two men stand?","[]","4.  Where will the two men stand?","['The two men will stand on a stage.']"
"/level4/snra/rm4-14.txt.snra","4","5","Why are these debates being held?","[]","5.  Why are these debates being held?","['This will help citizens make up their minds about how to vote.']"
"/level4/snra/rm4-15.txt.snra","4","1","Who has a foolish idea?","[]","1.  Who has a foolish idea?","['Take Robert H. Goddard, for example.']"
"/level4/snra/rm4-15.txt.snra","4","2","What is his idea?","[]","2.  What is his idea?","['He says it is possible to make a machine that will fly in outer space.']"
"/level4/snra/rm4-15.txt.snra","4","3","When did Goddard get a patent?","[]","3.  When did Goddard get a patent?","['In 1914, he received a patent for his rocket.']"
"/level4/snra/rm4-15.txt.snra","4","4","Where does Goddard think his rocket could go?","[]","4.  Where does Goddard think his rocket could go?","['He believes that someday a rocket can travel to the moon.']"
"/level4/snra/rm4-15.txt.snra","4","5","Why is this a silly idea?","[]","5.  Why is this a silly idea?","[""Most of the world's great machines have already been built.""]"
"/level4/snra/rm4-16.txt.snra","4","1","Who played a joke on shoppers?","[]","1.  Who played a joke on shoppers?","['A man named Richard Sears has been playing a joke on shoppers.']"
"/level4/snra/rm4-16.txt.snra","4","2","What does the Sears ad offer?","[]","2.  What does the Sears ad offer?","['The ad said the furniture was for sale.', 'The ad said that for a short time only, these chairs would be shipped to all who paid 95 cents.']"
"/level4/snra/rm4-16.txt.snra","4","3","When did Sears play this joke?","[]","3.  When did Sears play this joke?","['Not long ago, he ran an ad in some newspapers In small towns.']"
"/level4/snra/rm4-16.txt.snra","4","4","Where is the word ""miniature""?","[]","4.  Where is the word ""miniature""?",""
"/level4/snra/rm4-16.txt.snra","4","5","Why did Sears play this joke?","[]","5.  Why did Sears play this joke?","['Sears says he did this to get attention.']"
"/level4/snra/rm4-17.txt.snra","4","1","Who drilled the first oil well?","[]","1. Who drilled the first oil well?","['The men are named Drake and Smith.']"
"/level4/snra/rm4-17.txt.snra","4","2","What  use did rock oil have in the 1830's?","[]","2.  What  use did rock oil have in the 1830's?","[""In the 1830's, some men began to sell the oil as medicine.""]"
"/level4/snra/rm4-17.txt.snra","4","3","When did this story take place?","[]","3.  When did this story take place?","['(Titusville, Penn., August 31, 1859) -']"
"/level4/snra/rm4-17.txt.snra","4","4","Where did the men find oil?","[]","4. Where did the men find oil?","['Two men have found a way to drill deep into the ground and remove oil.']"
"/level4/snra/rm4-17.txt.snra","4","5","Why will this oil be useful?","[]","5.  Why will this oil be useful?","['But it will keep the lamps burning in a lot of homes for a long time.']"
"/level4/snra/rm4-18.txt.snra","4","1","Who started the Pigeon Express?","[]","1. Who started the Pigeon Express?","['A young man named Daniel Craig has trained pigeons to carry the news.']"
"/level4/snra/rm4-18.txt.snra","4","2","What is the Pigeon Express?","[]","2. What is the Pigeon Express?",""
"/level4/snra/rm4-18.txt.snra","4","3","When did he start the Pigeon Express?","[]","3.  When did he start the Pigeon Express?","['(NEW YORK CITY, 1846) -']"
"/level4/snra/rm4-18.txt.snra","4","4","Where does Craig get his news?","[]","4.  Where does Craig get his news?","['Then he sails far out in the ocean to meet the ships that are returning from Europe.']"
"/level4/snra/rm4-18.txt.snra","4","5","Why is this a fast way to get the news?","[]","5. Why is this a fast way to get the news?",""
"/level4/snra/rm4-19.txt.snra","4","1","Who almost died building the bridge?","[]","1. Who almost died building the bridge?","['His name is Washington Roebling.']"
"/level4/snra/rm4-19.txt.snra","4","2","What is the name of the bridge?","[]","2. What is the name of the bridge?","['Brooklyn Bridge to Open Today']"
"/level4/snra/rm4-19.txt.snra","4","3","When did the bridge open?","[]","3. When did the bridge open?","['(BROOKLYN, N.Y., May 24, 1883) -', ""The world's greatest bridge will open at 1:30 p.m. today.""]"
"/level4/snra/rm4-19.txt.snra","4","4","Where will President Arthur go after the bridge opens?","[]","4. Where will President Arthur go after the bridge opens?",""
"/level4/snra/rm4-19.txt.snra","4","5","Why did Roebling almost die?","[]","5. Why did Roebling almost die?","['A fire broke out and the smoke almost killed him.']"
"/level4/snra/rm4-2.txt.snra","4","1","Who died in July of 1865?","[]","1. Who died in July of 1865?","['James Barry, the famous army doctor, died a few weeks ago.']"
"/level4/snra/rm4-2.txt.snra","4","2","What was Dr. Barry's secret?","[]","2. What was Dr. Barry's secret?","['It seems Dr. Barry was really a woman!']"
"/level4/snra/rm4-2.txt.snra","4","3","When did James Barry become a doctor?","[]","3. When did James Barry become a doctor?","['Dr. Barry finished her training in medicine at the young age of 15.']"
"/level4/snra/rm4-2.txt.snra","4","4","Where did Dr. Barry treat wounded soldiers?","[]","4. Where did Dr. Barry treat wounded soldiers?","['This happened at the Battle of Waterloo.']"
"/level4/snra/rm4-2.txt.snra","4","5","Why did Dr. Barry keep the secret?","[]","5. Why did Dr. Barry keep the secret?","['It seems Dr. Barry hid the truth so she could practice her love of medicine.']"
"/level4/snra/rm4-20.txt.snra","4","1","Who had the idea for ""railroad time""?","[]","1. Who had the idea for ""railroad time""?","['Railroad time is the idea of William Allen.']"
"/level4/snra/rm4-20.txt.snra","4","2","What will the railroads do to their clocks?","[]","2. What will the railroads do to their clocks?","['Then they will be reset so they tell the same time.']"
"/level4/snra/rm4-20.txt.snra","4","3","When will they do this?","[]","3. When will they do this?","['At noon today, time will stand still ... but only for a moment.']"
"/level4/snra/rm4-20.txt.snra","4","4","Where is the time four minutes earlier than in Chicago?","[]","4. Where is the time four minutes earlier than in Chicago?","['The time in a town 20 miles west of Chicago has been four minutes earlier.']"
"/level4/snra/rm4-20.txt.snra","4","5","Why does Allen want to have fixed times?","[]","5. Why does Allen want to have fixed times?","[""He thinks it's important to have all the trains leave and arrive on time.""]"
"/level4/snra/rm4-21.txt.snra","4","1","What is causing automatic garage doors to open and close on their own?","[]","1. What is causing automatic garage doors to open and close on their own?","[""This week, fierce storms broke out on the sun's surface.""]"
"/level4/snra/rm4-21.txt.snra","4","2","What are these storms called?","[]","2.  What are these storms called?","['These storms are called solar flares, and they seem to happen about once every 11 years.']"
"/level4/snra/rm4-21.txt.snra","4","3","When was the last time these storms happened?","[]","3.  When was the last time these storms happened?","['The last big flares were in 1979, so they are arriving a little early this time.']"
"/level4/snra/rm4-21.txt.snra","4","4","Where is the sun (how far from Earth)?","[]","4.  Where is the sun (how far from Earth)?","['Some 93 million miles from Earth, the sun is causing problems.']"
"/level4/snra/rm4-21.txt.snra","4","5","Why are these storms not all bad?","[]","5.  Why are these storms not all bad?","['They cause the night sky to light up with beautiful colors.']"
"/level4/snra/rm4-22.txt.snra","4","1","Who is having a problem with pests?","[]","1. Who is having a problem with pests?",""
"/level4/snra/rm4-22.txt.snra","4","2","What are these mosquitoes doing?","[]","2.  What are these mosquitoes doing?","[""Now they are doing their life's work, which is to bite people and animals for their blood.""]"
"/level4/snra/rm4-22.txt.snra","4","3","When will they die?","[]","3.  When will they die?","['Most of them will die when fall comes, anyway.']"
"/level4/snra/rm4-22.txt.snra","4","4","Where must the people stay to avoid the mosquitoes?","[]","4.  Where must the people stay to avoid the mosquitoes?",""
"/level4/snra/rm4-22.txt.snra","4","5","Why did this problem happen?","[]","5.  Why did this problem happen?","['This spring, a lot of rain fell in Vermont.']"
"/level4/snra/rm4-23.txt.snra","4","1","Who had a town named for him?","[]","1.  Who had a town named for him?","['Another company town is named for George Pullman.']"
"/level4/snra/rm4-23.txt.snra","4","2","What is a company town?","[]","2.  What is a company town?","['That means that one company will own the entire town.']"
"/level4/snra/rm4-23.txt.snra","4","3","When was the first company town built?","[]","3. When was the first company town built?","['The first company town was built in 1881 near Pittsburgh.']"
"/level4/snra/rm4-23.txt.snra","4","4","Where is the newest company town?","[]","4.  Where is the newest company town?","['This year a new town will be built near St. Louis.']"
"/level4/snra/rm4-23.txt.snra","4","5","Why can company towns be bad?","[]","5.  Why can company towns be bad?",""
"/level4/snra/rm4-24.txt.snra","4","1","Who is giving away free land?","[]","1. Who is giving away free land?",""
"/level4/snra/rm4-24.txt.snra","4","2","What is the name of the new law?","[]","2.  What is the name of the new law?","['The name of the law is the Homestead Act.']"
"/level4/snra/rm4-24.txt.snra","4","3","When will the land be totally yours?","[]","3.  When will the land be totally yours?","['If you stay on the land for five years, it becomes yours.']"
"/level4/snra/rm4-24.txt.snra","4","4","Where will many people live until they can afford lumber?","[]","4.  Where will many people live until they can afford lumber?","['Many people will live in sod houses until they can afford the $1,000 it takes to buy lumber.']"
"/level4/snra/rm4-24.txt.snra","4","5","Why will you probably need to build a windmill?","[]","5.  Why will you probably need to build a windmill?","['You probably will also need to build a windmill to pump the water.']"
"/level4/snra/rm4-25.txt.snra","4","1","Who has made a safety brake?","[]","1. Who has made a safety brake?","['Elisha Otis thought of a way to make the elevators safe.']"
"/level4/snra/rm4-25.txt.snra","4","2","What is the name of the invention that takes the place of stairs?","[]","2. What is the name of the invention that takes the place of stairs?","['It is called the elevator.']"
"/level4/snra/rm4-25.txt.snra","4","3","When did this story take place?","[]","3. When did this story take place?","['(NEW YORK, 1854) -']"
"/level4/snra/rm4-25.txt.snra","4","4","Where do people stand in an elevator?","[]","4. Where do people stand in an elevator?","['The platform where they stand is surrounded by walls.']"
"/level4/snra/rm4-25.txt.snra","4","5","Why were some people afraid to ride the elevator?","[]","5. Why were some people afraid to ride the elevator?","['Some people have been afraid that the ropes would break.']"
"/level4/snra/rm4-26.txt.snra","4","1","Who has the world's tallest building named after him?","[]","1. Who has the world's tallest building named after him?","['The store and building are named for their owner, Frank Woolworth.']"
"/level4/snra/rm4-26.txt.snra","4","2","What is Woolworth's?","[]","2.  What is Woolworth's?",""
"/level4/snra/rm4-26.txt.snra","4","3","When did the Woolworth Building open?","[]","3.  When did the Woolworth Building open?",""
"/level4/snra/rm4-26.txt.snra","4","4","Where is the building located?","[]","4.  Where is the building located?","['(Manhattan Island, N.Y., April 24, 1914)']"
"/level4/snra/rm4-26.txt.snra","4","5","Why is the store also called the 5 and 10 cent store?","[]","5.  Why is the store also called the 5 and 10 cent store?","[""It's also known as the 5 and 10 cent store, because that's the price of many of the items sold.""]"
"/level4/snra/rm4-27.txt.snra","4","1","Who is the leader of the blacks who won't ride buses?","[]","1. Who is the leader of the blacks who won't ride buses?","['Their leader is a man named Martin Luther King.']"
"/level4/snra/rm4-27.txt.snra","4","2","What did the tired black woman do?","[]","2. What did the tired black woman do?","['She refused to give up her seat to a white person.']"
"/level4/snra/rm4-27.txt.snra","4","3","When did the woman refuse to move?","[]","3.  When did the woman refuse to move?","['On December 1, 1955, a tired black woman rode on a crowded bus.']"
"/level4/snra/rm4-27.txt.snra","4","4","Where did black people have to sit on buses in the past?","[]","4.  Where did black people have to sit on buses in the past?","['Until now, blacks have been forced to sit in the back of the bus.']"
"/level4/snra/rm4-27.txt.snra","4","5","Why did the city change its mind?","[]","5.  Why did the city change its mind?","['The buses were losing money.']"
"/level4/snra/rm4-28.txt.snra","4","1","Who attacked U.S. ships?","[]","1.  Who attacked U.S. ships?","['Japan Attacks U.S. Ships!']"
"/level4/snra/rm4-28.txt.snra","4","2","What damage was done?","[]","2.  What damage was done?",""
"/level4/snra/rm4-28.txt.snra","4","3","When were the bombs dropped?","[]","3.  When were the bombs dropped?","['While all this happened, a group of Japanese were at the White House.']"
"/level4/snra/rm4-28.txt.snra","4","4","Where did this attack take place?","[]","4.  Where did this attack take place?","['(Pearl Harbor, Hawaii, December 7, 1941)', 'Japan has attacked U.S. sailors in Hawaii an started a war!']"
"/level4/snra/rm4-28.txt.snra","4","5","Why were the Japanese visiting with President Roosevelt?","[]","5.  Why were the Japanese visiting with President Roosevelt?","['They had told President Roosevelt they were there to discuss peace.']"
"/level4/snra/rm4-29.txt.snra","4","1","Who is Millie?","[]","1. Who is Millie?",""
"/level4/snra/rm4-29.txt.snra","4","2","What is she going to do?","[]","2.  What is she going to do?","['It has been learned that Millie plans to write her life story and tell how she became ""First Dog.""']"
"/level4/snra/rm4-29.txt.snra","4","3","When was Millie born?","[]","3.  When was Millie born?",""
